,GID,A10_관내_T,A10_관외_T,A20_관내_T,A20_관외_T,A30_관내_T,A30_관외_T,A40_관내_T,A40_관외_T,A50_관내_T,A50_관외_T,A60_관내_T,A60_관외_T,외국인_A10,외국인_A20,외국인_A30,외국인_A40,외국인_A50,외국인_A60,법인_A10,법인_A20,법인_A30,법인_A40,법인_A50,법인_A60,A10_관내_WD,A10_관외_WD,A20_관내_WD,A20_관외_WD,A30_관내_WD,A30_관외_WD,A40_관내_WD,A40_관외_WD,A50_관내_WD,A50_관외_WD,A60_관내_WD,A60_관외_WD,A10_관내_HD,A10_관외_HD,A20_관내_HD,A20_관외_HD,A30_관내_HD,A30_관외_HD,A40_관내_HD,A40_관외_HD,A50_관내_HD,A50_관외_HD,A60_관내_HD,A60_관외_HD
202308,다사649501,2,4,1,4,1,2,3,3,2,4,4,4,3,2,1,2,1,4,2,3,3,1,4,1,2,4,4,4,2,2,3,3,3,4,1,2,4,4,2,3,1,4,2,2,4,4,2,4
202308,다사629485,2,4,2,3,4,4,3,4,1,3,1,4,1,4,3,4,1,3,1,4,3,3,1,2,3,3,2,3,4,2,3,4,3,1,3,3,4,2,4,1,3,3,2,3,3,4,4,4
202308,다사640490,2,3,2,4,1,3,4,2,4,1,2,1,1,4,2,4,2,4,1,1,2,4,1,2,2,3,3,3,3,2,4,3,1,3,4,3,1,3,4,4,1,1,1,2,4,4,3,1
202308,다사638513,1,3,3,2,2,2,2,1,2,1,4,4,4,3,1,4,2,1,3,3,4,1,1,4,1,2,2,2,3,4,2,4,4,4,4,1,3,3,4,4,4,2,3,2,2,2,2,2
202308,다사648502,1,4,4,4,4,2,4,2,1,2,3,3,3,1,2,3,2,1,4,2,1,2,2,1,3,1,3,1,2,3,2,4,3,4,4,3,4,1,2,4,2,4,3,2,1,1,2,2
202308,다사629510,1,1,3,2,2,3,1,1,3,2,4,3,2,1,3,3,2,3,1,3,1,1,1,1,2,1,3,2,4,4,4,3,1,3,2,4,1,3,4,3,1,1,1,3,2,2,2,4
202308,다사638484,2,1,4,1,2,4,1,2,4,4,1,3,3,3,3,2,3,2,2,1,2,3,2,4,2,3,3,1,3,1,3,1,3,3,4,1,2,3,1,1,4,2,3,1,1,4,2,3
202308,다사629518,2,1,3,4,2,3,1,3,3,3,1,2,4,1,2,3,1,2,3,4,3,1,2,4,1,2,4,2,2,2,1,1,1,4,1,4,2,1,1,3,2,3,4,4,3,2,2,3
202308,다사619503,1,2,4,1,2,1,1,3,3,1,3,2,3,1,2,4,1,3,1,3,3,3,3,4,2,3,1,3,1,3,3,2,3,1,1,1,1,1,3,3,4,3,1,2,3,4,1,1
202308,다사621501,4,3,4,4,1,4,3,3,4,1,2,4,3,1,1,3,2,4,3,1,4,2,2,3,3,1,3,3,1,2,1,1,4,3,4,2,1,3,4,3,4,1,1,2,4,1,1,3
202308,다사648496,1,4,3,4,2,4,3,4,1,2,4,3,2,4,1,3,1,4,3,4,4,1,4,1,2,1,4,1,2,1,2,1,3,4,3,4,4,4,1,1,2,2,2,4,4,4,1,1
202308,다사650493,4,3,2,3,1,4,1,1,4,2,1,2,2,3,4,3,2,4,3,2,2,3,2,2,3,2,3,1,3,4,4,4,2,3,3,3,4,2,3,2,1,3,4,1,4,2,4,2
202308,다사617495,1,3,2,4,3,2,3,1,2,2,1,3,1,1,4,4,1,3,1,4,2,1,4,1,3,4,3,3,3,3,4,4,1,2,1,3,2,4,2,3,1,2,2,2,2,1,4,2
202308,다사634515,2,1,4,2,4,4,1,3,3,1,4,2,1,1,3,3,4,2,3,4,4,3,1,2,1,2,4,3,4,4,4,4,3,4,4,3,4,1,1,3,4,2,3,3,4,2,4,4
202308,다사612487,3,1,2,3,4,3,3,3,2,4,2,4,3,1,1,2,2,2,3,3,1,3,2,4,1,2,4,4,3,2,3,4,1,3,4,3,4,2,2,3,4,3,2,3,2,3,1,3
202308,다사628516,2,4,3,1,3,2,2,4,2,4,2,1,3,1,2,4,1,2,2,4,4,2,4,1,1,4,4,2,2,2,3,1,2,4,4,3,3,3,2,4,1,3,3,4,4,4,2,2
202308,다사645506,1,4,3,2,1,2,2,4,1,4,4,4,3,4,2,4,1,2,2,3,1,1,1,2,1,1,3,2,1,1,4,4,4,1,4,1,2,3,1,1,1,4,3,4,2,1,4,2
202308,다사633512,1,3,4,1,1,1,1,2,2,2,4,1,3,3,3,1,2,1,1,4,1,2,2,1,1,3,2,3,3,3,1,3,3,3,4,1,2,3,4,4,4,4,3,3,4,4,3,3
202308,다사630480,1,4,3,3,2,1,4,3,3,3,4,3,3,3,2,2,1,4,3,1,2,4,3,3,1,4,1,4,4,1,1,4,2,3,2,3,3,3,3,2,4,3,1,2,4,2,1,1
202308,다사616486,3,3,3,2,4,1,3,2,1,2,4,1,4,3,1,3,4,4,1,3,3,4,4,1,1,1,1,3,1,1,4,1,2,2,2,2,2,2,2,1,2,3,1,4,2,1,4,4
202308,다사634499,3,2,1,2,4,2,1,3,4,4,2,1,2,4,1,2,3,4,2,3,2,3,2,1,2,2,2,1,3,2,1,2,2,3,4,1,3,2,3,3,3,2,1,3,4,4,1,4
202308,다사633521,2,4,2,2,2,2,4,1,2,2,3,2,3,3,4,1,1,1,1,4,4,2,2,4,2,1,1,4,3,4,3,4,1,1,3,1,1,1,4,1,4,2,1,2,3,4,2,3
202308,다사656507,2,4,4,3,4,3,4,1,1,1,3,1,2,4,2,1,1,1,3,1,3,1,3,1,3,1,3,2,3,1,3,2,4,3,4,4,2,3,4,2,1,1,2,2,3,2,2,3
202308,다사643501,4,1,1,3,1,3,2,2,2,2,1,4,4,1,1,2,1,4,1,4,1,1,2,4,1,4,1,1,1,2,1,4,3,3,2,2,2,4,3,2,3,3,3,3,4,3,1,4
202308,다사630477,1,1,2,2,2,1,2,4,2,3,2,2,1,1,2,1,3,1,3,1,4,3,1,2,2,4,4,4,1,4,3,2,4,2,3,2,3,1,2,1,4,4,3,4,2,4,4,1
202308,다사650499,4,2,3,4,1,3,1,2,2,3,2,1,3,2,1,1,3,4,1,2,2,2,1,3,3,4,2,1,4,3,3,1,3,4,2,2,3,4,4,4,2,2,2,2,3,3,4,3
202308,다사616490,2,1,3,4,3,1,2,2,1,4,3,1,2,3,2,2,4,2,3,4,4,3,4,1,3,3,4,4,2,4,4,2,3,3,1,2,1,2,3,1,3,1,4,1,2,2,1,4
202308,다사627485,3,4,4,2,1,4,4,1,3,2,2,2,4,1,4,1,2,2,2,2,2,2,2,2,4,3,2,2,4,2,2,3,4,1,1,4,4,4,4,2,3,4,3,2,3,3,4,3
202308,다사651502,1,4,2,3,2,4,4,4,2,2,3,3,2,3,1,1,3,3,2,1,2,1,4,3,3,1,2,4,3,1,2,2,4,3,1,1,3,4,3,4,3,4,4,3,2,2,3,1
202308,다사628485,3,2,1,4,1,1,3,1,2,4,2,4,4,4,3,4,4,3,3,3,1,4,4,4,4,4,2,4,1,4,2,4,4,2,2,4,1,4,1,2,4,2,2,1,1,1,3,2
202308,다사640507,1,2,1,3,2,3,1,2,2,1,4,3,2,2,4,1,4,4,1,2,1,2,3,1,3,3,2,2,3,3,4,1,1,2,1,1,3,4,3,2,2,4,2,4,2,1,1,4
202308,다사618494,3,2,3,3,3,2,2,4,4,4,3,2,3,1,2,1,2,2,2,2,2,3,3,3,3,2,4,2,1,1,1,2,2,1,1,2,4,1,2,4,1,1,2,2,4,2,3,2
202308,다사626485,1,3,4,4,4,3,3,1,1,2,2,1,4,1,1,1,4,3,3,3,4,2,3,3,3,3,2,4,1,3,3,2,2,2,4,4,4,3,3,2,1,1,2,2,4,1,1,4
202308,다사635509,2,1,2,1,3,4,4,3,3,2,3,3,1,3,1,2,3,3,3,1,3,1,4,4,3,4,4,2,4,3,4,1,1,1,1,3,2,1,1,1,3,3,4,3,1,2,1,3
202308,다사642488,1,1,2,1,2,2,1,1,4,4,4,4,4,2,1,2,1,1,1,3,2,3,2,4,1,1,3,4,4,3,4,3,2,1,3,4,4,3,4,3,2,4,4,2,4,3,1,1
202308,다사624486,2,3,2,4,4,2,2,3,1,3,1,1,1,1,2,3,3,2,2,1,1,1,1,2,1,4,1,2,2,2,2,1,2,1,2,1,4,2,2,2,3,3,2,3,1,2,4,1
202308,다사646490,4,1,3,4,3,1,4,1,3,3,4,3,2,2,2,2,2,2,4,1,3,4,3,4,3,3,1,2,1,2,3,1,3,4,4,2,1,3,1,1,2,1,3,3,2,1,4,3
202308,다사627478,1,1,2,2,3,1,4,2,2,3,1,2,3,1,2,3,1,4,4,1,3,2,4,4,4,4,4,4,1,4,2,1,1,2,4,2,2,2,2,1,4,3,4,4,4,1,2,1
202308,다사633495,4,2,1,2,1,1,4,2,3,4,3,1,3,2,2,1,2,3,1,3,3,1,3,4,1,1,4,4,1,2,4,3,4,3,3,1,1,4,2,3,1,3,4,1,3,1,4,1
202308,다사615489,1,1,2,4,1,1,3,3,1,4,4,1,4,1,2,4,1,4,1,2,1,3,4,1,3,1,4,1,3,2,1,4,2,3,1,4,4,4,2,4,4,3,1,1,4,3,1,1
202308,다사637501,2,1,1,4,4,3,1,2,1,4,4,1,4,1,1,3,4,2,2,2,1,2,2,1,1,2,2,3,2,2,2,3,1,1,2,2,4,4,4,2,1,3,2,1,2,3,1,1
202308,다사638498,1,4,4,2,3,4,2,1,4,1,1,4,2,3,4,2,4,4,3,4,1,2,4,2,2,4,2,3,1,1,4,3,2,2,4,4,3,2,3,3,2,1,3,1,2,2,1,3
202308,다사626487,3,3,2,2,4,4,1,2,3,4,4,2,4,4,1,4,3,4,3,2,3,3,4,1,2,2,1,1,3,3,4,4,2,2,4,2,3,2,1,1,1,4,1,3,4,1,4,2
202308,다사629480,1,3,2,4,4,3,3,2,1,1,4,2,4,2,2,1,1,4,1,3,3,3,3,1,3,4,2,1,3,4,2,2,4,1,3,4,2,3,3,2,2,2,2,4,2,1,2,1
202308,다사635495,1,3,2,3,2,1,2,4,3,2,4,2,3,1,1,2,4,3,3,2,2,4,1,3,2,1,4,3,4,2,2,3,2,4,2,2,2,1,1,2,2,2,1,2,3,3,1,3
202308,다사630510,4,2,1,1,2,3,1,1,2,2,1,4,1,3,1,1,3,1,2,4,1,4,4,2,3,3,3,3,2,3,1,1,1,2,4,3,3,1,2,4,3,1,2,1,3,4,4,3
202308,다사638486,2,2,4,4,4,4,4,2,2,2,1,2,1,4,3,1,3,1,3,4,1,2,1,1,4,3,4,3,1,3,4,3,1,1,1,2,4,3,4,2,3,2,3,2,1,2,3,3
202308,다사625479,1,1,1,4,3,3,4,4,1,3,3,3,1,1,4,3,3,1,1,3,2,4,3,4,4,2,3,4,3,1,1,3,4,4,1,2,4,4,2,1,2,4,4,2,1,1,1,2
202308,다사643506,1,2,3,3,3,1,3,1,1,4,2,4,4,3,4,3,4,2,4,4,3,3,1,2,2,2,3,4,1,3,1,1,3,4,4,2,4,1,3,4,4,1,2,4,3,4,4,4
202308,다사632495,2,3,2,4,1,4,1,4,3,3,3,4,1,3,1,3,2,2,4,1,3,2,2,1,2,1,2,4,2,1,1,4,3,2,2,2,1,2,2,3,4,4,1,1,1,1,2,3
202308,다사627520,4,2,2,1,2,1,3,3,3,1,3,1,1,2,3,1,1,3,4,2,2,3,4,2,4,2,2,1,1,2,3,1,1,4,2,3,4,4,3,1,3,2,2,3,3,1,3,3
202308,다사642492,1,1,4,4,3,2,1,2,1,4,4,2,2,3,2,4,3,3,2,2,1,4,3,4,3,2,3,3,2,3,4,1,4,2,3,2,1,1,1,4,1,3,3,2,3,1,2,4
202308,다사633493,1,4,3,2,1,1,2,2,3,2,4,4,4,3,1,1,4,3,4,3,1,4,3,1,4,3,4,3,3,1,1,4,3,1,3,2,3,1,4,3,4,2,2,4,4,4,2,4
202308,다사647494,2,3,3,3,3,4,3,2,1,1,4,4,1,3,2,4,1,1,1,3,4,4,4,2,3,1,2,4,1,1,1,2,4,2,2,2,2,3,3,2,1,2,4,3,3,3,2,3
202308,다사655499,1,1,3,4,2,3,2,1,3,4,3,4,1,3,2,1,2,4,4,2,1,3,2,4,4,1,2,1,3,1,1,2,1,1,1,1,1,4,1,3,2,1,4,1,1,3,4,4
202308,다사620493,3,2,1,4,3,4,3,3,4,4,2,1,3,4,4,4,1,2,3,4,3,2,2,3,4,3,1,1,4,1,4,1,4,3,2,3,3,2,3,3,1,2,2,1,1,4,1,1
202308,다사614488,2,2,4,3,4,1,3,3,1,1,2,2,1,3,3,1,3,3,2,1,1,1,4,1,1,4,4,1,2,1,2,4,1,2,1,3,2,2,4,4,4,4,4,2,4,2,2,3
202308,다사635508,4,3,3,3,3,2,1,3,2,3,1,1,2,4,4,2,3,3,4,4,2,2,4,2,4,3,4,1,1,2,4,3,1,3,4,1,3,2,1,3,4,4,4,1,4,2,4,3
202308,다사616485,4,2,2,3,1,4,1,3,3,3,4,1,3,1,4,2,4,1,4,4,2,3,1,4,1,2,2,3,4,3,4,2,2,2,4,4,3,4,3,3,4,1,3,4,1,4,1,3
202308,다사643504,1,4,1,2,2,2,4,4,3,2,2,4,3,2,4,3,3,1,1,1,2,4,2,3,1,3,4,1,3,3,1,3,2,1,1,3,4,2,3,1,2,1,1,2,2,2,2,2
202308,다사651494,3,1,1,4,3,4,3,1,3,3,3,1,3,1,4,1,2,4,2,2,2,2,1,1,3,4,4,2,4,1,1,2,3,3,2,1,2,1,4,2,1,4,3,2,4,2,3,4
202308,다사637510,3,2,4,3,2,3,2,1,3,2,4,3,1,4,3,4,4,3,3,3,3,3,3,4,1,3,1,3,1,4,2,4,4,2,4,2,4,3,3,2,3,4,3,3,2,3,2,4
202308,다사629520,1,4,2,3,2,2,3,1,2,3,2,2,4,3,4,3,3,2,3,4,3,2,2,1,3,2,4,4,3,3,3,3,3,1,2,4,4,3,4,4,4,1,1,1,2,2,1,2
202308,다사637485,2,2,3,1,2,1,1,1,2,1,2,2,4,1,2,4,4,2,4,3,2,2,4,2,1,4,4,2,4,2,1,3,1,3,3,3,2,2,1,1,4,1,1,3,4,1,2,2
202308,다사632507,2,2,1,2,2,2,4,1,1,3,1,3,4,2,4,1,4,4,1,1,1,1,2,4,4,3,1,2,3,1,2,3,1,4,3,2,4,2,3,3,2,2,4,3,4,2,1,3
202308,다사635479,4,2,2,4,3,1,2,4,4,1,2,2,1,4,1,2,3,1,2,3,3,4,3,1,2,2,4,3,4,4,3,3,2,3,1,4,2,2,1,3,2,3,3,4,3,1,4,3
202308,다사632480,2,2,2,2,4,4,4,3,3,2,2,1,2,2,1,4,3,3,4,2,3,1,3,1,4,2,4,2,1,1,1,1,4,4,1,4,2,1,1,3,3,2,4,4,4,2,2,2
202308,다사650498,3,1,3,1,3,2,3,2,2,1,1,1,2,2,2,1,2,2,1,4,2,4,1,1,1,3,2,2,1,2,3,2,4,1,2,1,3,3,2,4,3,4,2,4,1,4,3,3
202308,다사631490,3,2,2,3,2,3,1,3,2,1,1,4,1,4,1,3,1,4,2,1,1,1,3,4,2,2,1,4,4,4,3,1,2,4,3,2,4,4,4,2,3,1,2,2,4,1,4,1
202308,다사626507,1,2,2,4,1,3,3,1,2,1,4,3,4,3,2,2,4,1,4,4,4,1,3,3,2,3,4,1,1,1,3,1,1,2,3,2,1,2,1,3,4,2,1,4,4,2,2,3
202308,다사618492,2,4,2,3,2,4,2,3,3,1,4,1,1,4,3,4,3,3,3,3,2,4,1,1,1,2,2,2,1,4,1,1,2,1,3,2,3,2,2,3,3,2,3,1,3,4,4,2
202308,다사611484,3,3,4,3,1,3,4,3,4,3,1,4,3,4,1,2,2,1,3,4,1,1,3,1,3,2,2,1,1,2,4,4,2,4,3,1,3,2,4,2,3,1,3,4,3,3,4,1
202308,다사626518,2,3,3,2,3,1,1,4,1,1,2,2,1,4,3,2,2,4,4,3,2,3,4,2,2,1,2,1,3,3,2,3,2,4,3,3,4,4,1,4,2,4,1,3,2,1,2,4
202308,다사612483,3,4,2,4,2,1,1,2,4,2,2,3,3,3,3,4,3,2,2,2,3,4,2,4,2,2,1,3,3,2,4,3,1,2,4,2,3,1,3,2,4,3,4,1,4,4,4,3
202308,다사653498,1,1,1,2,3,1,1,3,3,4,4,1,2,2,2,1,2,2,4,4,3,3,1,2,1,4,3,3,1,4,3,1,3,4,2,3,2,1,4,1,3,2,1,3,4,2,2,4
202308,다사641508,3,1,2,3,4,1,1,2,4,2,2,3,4,3,4,2,3,4,2,2,2,1,4,4,2,4,3,1,2,1,1,1,1,3,4,3,1,4,4,4,1,2,3,2,1,4,4,4
202308,다사638520,4,2,4,2,3,4,2,3,4,1,2,3,2,1,1,4,3,4,3,1,1,4,2,3,4,4,3,4,2,4,2,4,4,1,2,2,4,2,1,4,1,2,2,3,4,2,3,2
202308,다사638504,1,1,3,3,4,1,3,1,3,4,1,1,1,1,2,3,3,3,2,1,2,3,3,1,1,2,4,2,2,2,1,4,1,3,4,4,3,4,4,3,3,1,2,4,2,3,4,1
202308,다사627481,2,3,4,2,2,1,2,2,1,1,3,4,4,1,2,4,3,3,1,1,2,4,2,4,2,3,2,2,2,1,2,2,4,2,3,1,1,4,3,4,4,4,2,4,2,4,2,1
202308,다사614482,2,1,4,1,1,3,1,4,1,3,3,3,4,2,1,1,2,1,4,2,2,2,4,4,1,1,1,3,3,2,1,2,4,1,1,3,3,1,1,4,3,2,2,1,2,2,4,3
202308,다사623496,3,1,2,3,2,2,3,4,3,4,2,2,2,4,1,1,4,3,2,2,4,3,1,2,4,1,2,1,2,1,4,2,3,3,3,3,4,1,4,2,4,4,2,3,2,2,1,3
202308,다사628511,4,2,3,2,3,2,2,4,1,2,2,3,4,4,2,2,1,4,1,2,2,4,1,1,2,3,4,2,2,2,1,4,1,4,3,3,4,3,1,3,4,2,4,3,4,3,4,2
202308,다사635493,4,1,4,3,3,2,1,3,2,1,1,3,2,1,1,3,4,2,1,1,1,3,4,4,4,4,2,3,1,3,2,3,1,4,2,4,4,2,4,1,3,2,4,2,2,3,3,3
202308,다사632477,4,1,1,3,2,1,2,2,2,1,3,3,3,1,4,2,4,3,2,2,1,3,1,3,4,4,4,2,3,1,3,1,2,3,4,4,1,3,4,3,1,1,4,2,1,2,1,4
202308,다사643492,3,1,4,3,1,4,4,2,4,2,1,2,4,3,1,2,4,4,1,4,1,3,2,4,2,2,3,4,1,2,4,3,2,2,3,1,3,2,1,2,3,1,1,1,1,1,1,2
202308,다사630486,1,1,4,1,2,1,4,2,1,4,1,4,1,4,2,4,3,2,2,4,2,1,4,4,4,3,1,4,1,2,1,4,4,1,3,3,1,2,1,1,3,1,4,4,1,3,4,2
202308,다사637493,1,4,3,4,2,1,4,3,1,1,2,1,1,4,1,1,4,2,3,2,2,2,2,3,4,2,3,2,1,3,4,3,3,2,3,2,2,2,1,2,2,4,1,2,1,1,2,3
202308,다사640508,2,4,3,2,2,2,4,1,1,3,3,3,1,3,1,2,2,1,1,3,4,4,3,4,4,2,1,2,1,1,4,4,3,3,3,1,1,2,4,1,2,2,4,3,4,3,4,3
202308,다사638495,4,3,3,4,2,1,1,4,3,4,4,4,4,2,1,1,3,3,3,4,4,2,3,4,1,4,2,4,3,1,3,1,3,4,4,2,3,3,1,2,1,3,1,4,1,2,4,3
202308,다사649491,2,1,1,4,1,1,4,3,4,3,2,1,3,4,4,1,3,1,4,1,3,3,4,2,4,1,3,1,3,1,4,1,4,4,3,3,3,4,2,3,4,4,2,2,2,1,2,1
202308,다사635518,4,4,1,4,4,4,3,3,4,1,1,4,3,3,4,4,2,2,2,3,1,2,4,4,1,2,3,3,4,3,2,3,2,1,2,1,4,1,4,1,4,3,3,4,4,2,4,3
202308,다사634508,2,1,4,1,4,2,2,1,2,2,3,4,2,2,4,1,2,3,4,4,3,4,3,1,2,1,3,1,1,1,4,1,1,2,1,1,2,2,3,3,4,1,3,3,2,1,1,4
202308,다사620504,2,1,1,2,2,2,4,2,1,2,4,2,1,4,2,3,1,3,4,3,1,2,1,2,3,1,3,3,2,2,2,1,2,4,1,1,2,2,1,4,1,2,2,3,1,4,4,4
202308,다사638496,3,1,1,1,2,3,2,2,4,3,2,2,4,1,4,1,1,1,4,2,4,4,1,2,4,3,1,4,2,1,2,3,1,4,2,1,4,3,2,1,2,4,2,4,2,2,1,2
202308,다사628512,4,3,2,4,3,4,2,2,1,4,2,3,4,3,1,4,2,4,3,4,4,1,3,2,1,3,2,4,1,4,2,3,4,3,4,1,1,4,2,1,1,2,3,3,3,1,4,2
202308,다사617489,1,2,4,2,4,3,4,4,4,1,2,4,2,1,4,1,2,2,3,2,1,2,2,2,2,2,4,4,3,2,3,3,2,3,1,2,3,3,4,2,3,2,1,3,2,4,2,1
202308,다사633510,2,4,3,4,1,4,4,4,3,3,3,4,2,3,1,2,3,3,1,2,2,4,4,4,2,3,4,1,3,4,2,4,4,1,4,2,1,3,4,4,4,1,4,3,4,1,4,1
202308,다사624488,3,4,2,3,3,4,4,1,3,4,3,4,2,2,3,2,2,1,4,2,2,4,3,2,4,3,2,1,3,2,3,2,4,2,3,2,3,1,4,3,1,2,3,3,3,1,3,2
202308,다사621495,2,1,4,1,4,4,3,2,3,2,3,4,4,2,2,2,4,1,4,2,1,1,1,3,4,4,1,1,2,1,1,3,1,1,2,2,3,2,1,2,4,4,2,4,2,4,1,4
202308,다사644491,4,4,4,2,1,4,4,4,2,2,2,3,3,3,2,4,3,3,1,3,2,3,3,1,4,2,2,4,2,2,4,3,4,3,2,4,2,2,3,1,3,1,1,2,4,2,1,3
202308,다사615484,3,1,3,4,3,2,1,2,2,4,3,3,4,4,2,2,2,2,1,3,2,3,2,4,4,2,2,1,1,4,1,3,3,2,2,4,2,4,2,4,4,1,3,2,1,4,2,1
202308,다사639495,3,4,2,2,4,4,2,4,2,3,3,4,1,3,4,1,1,2,1,4,3,3,4,4,2,3,3,2,1,1,2,4,4,3,3,1,2,3,1,2,2,4,3,1,4,1,4,3
202308,다사619484,2,3,2,1,3,3,2,4,1,4,1,4,4,4,1,4,2,2,1,1,1,2,4,4,2,3,1,2,2,2,3,1,3,2,1,2,2,4,3,1,3,1,4,4,2,4,1,4
202308,다사627517,2,3,3,3,4,4,3,1,1,1,1,4,3,2,1,2,1,1,3,3,1,4,2,3,4,3,2,3,1,4,4,4,1,3,2,4,3,2,1,2,3,1,2,2,1,3,4,2
202308,다사643509,2,3,2,4,3,2,2,4,4,2,1,3,2,4,2,4,3,4,2,,2,4,2,4,4,2,4,2,4,3,4,1,1,1,4,4,2,3,1,4,3,1,3,1,4,2,1,1
202308,다사642487,1,1,2,1,4,1,2,4,1,4,1,4,3,1,3,2,4,4,4,2,1,1,3,4,1,4,3,1,4,3,1,4,2,2,2,2,1,4,1,4,1,1,3,2,3,2,2,4
202308,다사628482,3,3,3,4,3,4,2,2,2,4,2,3,1,3,4,3,3,2,2,2,4,2,3,2,3,3,2,3,1,1,1,2,4,2,2,1,2,4,1,4,2,1,4,3,2,3,2,1
202308,다사631488,1,2,3,3,3,2,2,1,2,4,4,4,1,4,4,3,2,2,2,2,1,1,2,3,3,1,4,4,4,1,1,1,2,4,4,3,4,2,3,4,3,3,2,2,2,1,4,4
202308,다사617483,2,3,3,3,3,1,4,3,3,3,1,4,3,1,1,3,4,3,2,1,2,2,2,3,2,3,2,1,4,3,4,2,1,1,4,1,3,2,3,3,3,2,1,3,4,3,4,3
202308,다사630479,1,1,1,3,4,2,2,1,3,4,2,1,4,4,2,4,2,1,4,1,3,2,3,4,2,2,1,2,1,3,1,4,4,2,3,4,1,2,4,3,3,3,1,1,4,2,4,4
202308,다사627518,4,4,2,3,2,1,3,3,3,4,1,1,4,2,4,1,4,2,3,2,1,4,3,2,3,3,1,2,1,4,1,1,3,3,1,4,3,4,2,4,3,1,2,4,2,4,1,3
202308,다사641503,4,3,1,1,4,2,3,4,3,1,3,1,2,1,2,3,2,2,4,4,3,3,4,4,3,4,3,2,2,4,1,4,1,3,3,1,1,4,1,3,1,4,3,3,4,3,3,3
202308,다사640512,1,3,2,4,2,3,2,3,2,3,1,1,4,4,1,2,2,1,3,4,1,1,1,4,2,3,1,2,4,2,1,4,3,2,2,2,3,1,1,2,3,3,3,2,4,3,3,2
202308,다사642489,2,3,4,1,3,3,3,3,1,4,2,4,1,4,2,2,3,2,2,4,1,2,2,1,2,1,3,3,3,4,1,1,3,2,3,2,2,1,3,1,3,2,2,1,4,4,2,2
202308,다사637488,4,3,3,2,3,2,3,1,2,3,4,3,4,4,1,4,3,2,1,2,3,4,2,4,1,3,1,3,4,3,1,3,1,2,2,2,4,2,3,4,2,1,4,2,3,1,3,3
202308,다사649492,1,4,4,1,4,4,3,2,2,1,1,2,2,2,1,3,3,3,4,2,2,4,1,4,4,1,3,2,2,4,4,1,4,3,4,1,3,3,2,1,1,3,4,1,3,1,3,3
202308,다사612485,4,3,1,4,1,3,2,4,2,3,3,4,4,1,2,1,4,4,2,1,1,4,4,1,1,1,4,4,3,4,1,1,1,1,2,3,2,3,4,1,1,4,4,2,2,4,3,4
202308,다사619499,1,4,1,2,1,3,3,4,3,1,4,2,4,1,2,3,1,2,4,2,3,3,1,3,2,4,1,1,2,1,2,4,2,1,4,2,2,1,4,1,1,4,2,3,2,3,1,2
202308,다사639509,4,3,2,4,3,1,4,2,2,2,4,3,2,1,1,4,4,1,3,2,1,2,4,4,4,4,2,3,4,1,3,2,2,4,3,4,4,3,4,4,2,3,4,4,3,4,1,2
202308,다사635483,4,3,4,4,2,4,4,4,2,1,2,4,4,3,3,3,2,3,2,1,4,4,4,3,1,4,3,2,3,1,1,1,2,1,3,2,4,1,3,3,2,2,2,2,3,4,2,3
202308,다사649498,4,3,4,3,1,3,2,4,2,2,2,3,3,2,1,4,3,1,4,3,2,4,2,1,4,4,3,4,2,3,4,4,4,3,4,4,1,1,1,2,1,4,2,2,1,4,1,2
202308,다사626506,4,1,4,2,4,3,1,2,4,1,3,4,3,4,3,4,2,3,2,4,3,3,4,1,1,1,3,4,4,2,2,3,3,2,3,1,1,2,4,4,3,2,1,4,2,3,1,1
202308,다사629504,1,2,4,3,4,3,1,3,2,2,2,4,4,3,4,3,4,4,4,4,3,1,4,2,3,1,3,4,2,4,2,3,1,4,2,2,1,1,2,4,4,3,3,4,1,4,4,1
202308,다사621484,4,4,2,1,2,2,3,1,1,4,3,4,3,4,3,2,2,3,1,3,3,1,2,4,2,4,4,4,1,1,4,3,4,4,2,2,1,3,3,4,3,2,1,4,3,1,4,3
202308,다사616482,3,2,2,3,3,3,1,1,2,2,4,4,2,4,4,2,4,1,2,3,1,1,4,1,1,1,4,3,1,2,3,1,2,1,2,3,4,3,3,4,2,4,1,4,2,1,2,1
202308,다사616484,3,4,1,1,1,1,2,1,1,3,4,3,4,3,4,2,3,4,3,4,1,2,2,4,3,3,3,1,3,2,1,3,3,3,2,1,2,3,3,4,4,2,4,2,3,1,3,2
202308,다사641499,2,4,3,3,2,3,2,4,2,3,3,1,1,1,3,2,2,4,2,4,2,1,1,4,1,2,3,2,1,1,1,4,2,1,4,4,2,4,4,1,1,1,2,4,2,3,3,2
202308,다사615490,3,1,1,2,2,2,3,1,4,4,1,1,4,3,2,4,4,3,4,3,1,2,2,1,3,4,2,2,3,1,1,2,1,2,3,4,2,4,3,3,4,1,1,4,1,1,3,4
202308,다사639507,1,2,4,1,1,4,3,1,4,2,4,2,2,2,2,4,4,2,1,2,2,1,3,2,3,3,1,1,3,4,1,4,1,3,4,2,1,2,4,4,2,2,2,4,4,4,1,4
202308,다사640503,3,3,1,2,2,4,1,2,1,3,3,2,1,3,1,2,2,2,3,3,4,1,3,2,1,1,4,4,3,3,3,4,1,1,4,4,4,2,3,3,1,4,2,4,1,4,4,3
